request_id,candidate_id,baseline_candidate_id,candidate_source,label_score,days,target_protein_g,target_calorie_kcal,estimated_protein_g,estimated_calorie_kcal,estimated_carbohydrate_g,estimated_fat_g,estimated_fiber_g,estimated_calcium_mg,estimated_iron_mg,estimated_vitamin_c_mg,protein_abs_gap_g,calorie_abs_gap_kcal,carbohydrate_abs_gap_g,fat_abs_gap_g,fiber_abs_gap_g,calcium_abs_gap_mg,iron_abs_gap_mg,vitamin_c_abs_gap_mg,protein_gap_ratio,calorie_gap_ratio,macro_gap_ratio_sum,estimated_basket_cost,price_per_1000_kcal,price_per_100g_protein,priced_item_ratio,unique_ingredient_count,protein_anchor_count,carb_base_count,produce_count,calorie_booster_count,goal_structure_alignment_score,role_share_gap_total,protein_anchor_share,carb_base_share,produce_share,calorie_booster_share,protein_anchor_family_diversity,animal_protein_anchor_count,lean_protein_anchor_count,vegetarian_protein_anchor_count,legume_protein_anchor_count,soy_protein_anchor_count,dairy_or_egg_anchor_count,budget_support_anchor_count,fruit_produce_count,high_volume_produce_count,low_cost_produce_count,food_family_diversity_count,role_diversity_count,repetition_penalty,unrealistic_basket_penalty,preference_match_score,heuristic_selection_score,overlap_with_best_heuristic_jaccard,changed_food_count_vs_best_heuristic,role_assignment_changes_vs_best_heuristic,cost_delta_vs_best_heuristic,protein_gap_delta_vs_best_heuristic,calorie_gap_delta_vs_best_heuristic,macro_gap_ratio_delta_vs_best_heuristic,diversity_gain_vs_best_heuristic,role_diversity_delta_vs_best_heuristic,repetition_penalty_delta_vs_best_heuristic,unrealistic_penalty_delta_vs_best_heuristic,preference_match_delta_vs_best_heuristic,alternative_quality_score,nearby_store_count,warning_count,realism_note_count,pantry_note_count,scaling_note_count,adjusted_by_split,has_price_estimate,budget_friendly_preference,low_prep_preference,vegetarian_preference,vegan_preference,dairy_free_preference,materially_different_from_best_heuristic,nutritionally_competitive_with_best_heuristic,cost_competitive_with_best_heuristic,diversity_improved_vs_best_heuristic,goal_profile,shopping_mode,meal_style
muscle_gain_any:new_york:1:balanced,candidate_03,candidate_03,heuristic,10.261798,1,180.0,2800.0,175.8,2785.3,316.6,78.4,49.4,702.4,20.5,684.7,4.199999999999989,14.699999999999818,3.3999999999999773,6.599999999999994,17.4,397.6,2.5,589.7,0.02333333333333327,0.005249999999999935,7.339733914219595,11.2,4.021110831867302,6.370875995449373,1.0,6,2,1,2,1,1.210275,0.332064,0.380564,0.427812,0.175468,0.016156,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3.083892,0.0,0.0,79.243204,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_04,candidate_03,heuristic,8.695291,1,180.0,2800.0,150.5,2576.3,227.6,107.0,47.7,566.3,21.8,800.8,29.5,223.69999999999982,92.4,22.0,15.700000000000003,533.7,3.8000000000000007,705.8,0.1638888888888889,0.07989285714285707,9.16396514291522,11.34,4.401661297209175,7.534883720930233,1.0,6,2,1,2,1,1.338524,0.129004,0.265494,0.494502,0.082804,0.1572,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,0.35,0.0,79.222229,0.5,4,0,0.14,25.3,209.0,1.824231,0.0,0.0,-0.253938,0.35,0.0,-0.587238,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_05,candidate_03,heuristic,9.645409,1,180.0,2800.0,158.0,2633.9,262.1,100.4,22.8,421.9,14.9,800.8,22.0,166.0999999999999,57.89999999999998,15.400000000000006,9.2,678.1,3.0999999999999996,705.8,0.12222222222222222,0.05932142857142854,8.86776442247553,10.79,4.096586810433197,6.829113924050632,1.0,6,2,1,2,1,1.362849,0.090489,0.312841,0.452404,0.080993,0.153763,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,0.0,0.0,79.219513,0.714286,2,0,-0.41,17.8,151.4,1.528031,0.0,0.0,-0.253938,0.0,0.0,-0.20863,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_06,candidate_03,heuristic,11.058723,1,180.0,2800.0,179.1,2772.3,228.4,115.9,47.7,795.4,27.3,798.8,0.9000000000000057,27.699999999999818,91.6,30.900000000000006,15.700000000000003,304.6,9.3,703.8,0.005000000000000031,0.009892857142857078,9.342401221972043,12.38,4.465606175377846,6.912339475153546,1.0,6,2,1,2,1,1.266032,0.243782,0.38235,0.459541,0.07695,0.081159,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,0.35,0.0,79.202229,0.5,4,0,1.18,-3.3,13.0,2.002667,0.0,0.0,-0.253938,0.35,0.0,0.84037,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_07,candidate_03,heuristic,10.693982,1,180.0,2800.0,174.0,2644.9,262.6,94.5,22.8,574.1,18.5,798.8,6.0,155.0999999999999,57.39999999999998,9.5,9.2,525.9,0.5,703.8,0.03333333333333333,0.05539285714285711,8.492929445382618,11.3,4.272373246625581,6.494252873563219,1.0,6,2,1,2,1,1.254161,0.262578,0.400767,0.450522,0.080656,0.068055,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,0.0,0.0,79.199513,0.714286,2,0,0.1,1.8,140.4,1.153196,0.0,0.0,-0.253938,0.0,0.0,0.513486,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_08,candidate_03,model,11.02524,1,180.0,2800.0,182.9,2781.2,229.5,115.4,47.7,823.2,28.8,789.0,2.9000000000000057,18.800000000000182,90.5,30.400000000000006,15.700000000000003,276.79999999999995,10.8,694.0,0.016111111111111142,0.006714285714285779,9.28798408035463,12.45,4.476484970516324,6.806998359759431,1.0,6,2,1,2,1,1.265393,0.244795,0.384326,0.458071,0.076703,0.080899,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.819998,0.35,0.0,79.116357,0.333333,6,0,1.25,-1.3,4.1,1.94825,0.0,0.0,-0.263894,0.35,0.0,0.845783,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_09,candidate_03,model,11.02084,1,180.0,2800.0,182.9,2781.2,229.5,115.4,47.7,823.2,28.8,789.0,2.9000000000000057,18.800000000000182,90.5,30.400000000000006,15.700000000000003,276.79999999999995,10.8,694.0,0.016111111111111142,0.006714285714285779,9.28798408035463,12.45,4.476484970516324,6.806998359759431,1.0,6,2,1,2,1,1.265393,0.244795,0.384326,0.458071,0.076703,0.080899,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.819998,0.35,0.0,78.896357,0.333333,6,0,1.25,-1.3,4.1,1.94825,0.0,0.0,-0.263894,0.35,0.0,0.845783,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:1:balanced,candidate_10,candidate_03,model,11.34217,1,180.0,2800.0,182.6,2765.6,263.8,104.3,22.8,605.3,20.2,789.0,2.5999999999999943,34.40000000000009,56.19999999999999,19.299999999999997,9.2,494.70000000000005,2.1999999999999993,694.0,0.014444444444444413,0.012285714285714318,8.567396476373643,11.6,4.194388197859415,6.352683461117197,1.0,6,2,1,2,1,1.287069,0.210474,0.394377,0.43086,0.077136,0.097627,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.819998,0.0,0.0,78.893642,0.5,4,0,0.4,-1.6,19.7,1.227663,0.0,0.0,-0.263894,0.0,0.0,0.881045,5,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,muscle_gain,balanced,any
muscle_gain_any:new_york:3:fresh,candidate_00,candidate_03,heuristic,7.012047,3,540.0,8400.0,485.7,8157.6,872.8,254.7,200.0,2124.9,78.0,1697.2,54.30000000000001,242.39999999999964,87.20000000000005,0.30000000000001137,104.0,1175.1,24.0,1412.2,0.10055555555555558,0.028857142857142814,6.930966210088501,29.61,3.6297440423654015,6.096355775169857,1.0,6,2,1,2,1,1.242384,0.281226,0.268707,0.557673,0.11294,0.06068,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3.083892,1.29,0.0,79.265919,0.714286,2,0,1.3,29.3,242.4,1.142009,0.0,0.0,0.0,0.0,0.0,-0.878687,5,2,0,0,3,0,1,0,0,0,0,0,1,0,1,0,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_01,candidate_03,heuristic,6.800752,3,540.0,8400.0,470.8,8140.8,1014.4,216.8,112.0,1340.9,47.1,1697.2,69.19999999999999,259.1999999999998,54.39999999999998,38.19999999999999,16.0,1959.1,6.899999999999999,1412.2,0.12814814814814812,0.030857142857142836,6.049669418644651,26.16,3.213443396226415,5.556499575191164,1.0,6,2,1,2,1,1.271179,0.235633,0.269266,0.534641,0.113175,0.082917,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3.083892,1.29,0.0,79.263204,1.0,0,0,-2.15,44.2,259.2,0.260713,0.0,0.0,0.0,0.0,0.0,-1.146327,5,2,0,0,3,0,1,0,0,0,0,0,1,0,1,0,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_02,candidate_03,heuristic,6.827855,3,540.0,8400.0,527.7,7901.3,759.3,263.2,179.6,2566.1,84.5,1690.3,12.299999999999955,498.6999999999998,200.70000000000005,8.199999999999989,83.6,733.9000000000001,30.5,1405.3,0.022777777777777692,0.0593690476190476,6.830138643269642,30.76,3.8930302608431524,5.829069547091151,1.0,5,2,1,2,0,1.041868,0.092042,0.39968,0.483717,0.116603,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3,3,3.083892,1.29,0.0,79.245919,0.571429,3,0,2.45,-12.7,498.7,1.041182,-1.0,-1.0,0.0,0.0,0.0,-0.605569,5,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_03,candidate_03,heuristic,8.443175,3,540.0,8400.0,515.0,8400.0,862.0,295.9,104.9,1902.9,58.2,1690.8,25.0,0.0,98.0,40.89999999999998,8.900000000000006,1397.1,4.200000000000003,1405.8,0.046296296296296294,0.0,5.788956816618194,28.31,3.370238095238095,5.497087378640776,1.0,6,2,1,2,1,1.297577,0.193837,0.377243,0.42555,0.109675,0.087531,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,3.083892,1.29,0.0,79.243204,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0,3,0,1,0,0,0,0,0,0,1,1,0,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_04,candidate_03,heuristic,6.138402,3,540.0,8400.0,463.5,8400.0,678.6,392.6,140.8,1769.8,67.0,2308.5,76.5,0.0,281.4,137.60000000000002,44.80000000000001,1530.2,13.0,2023.5,0.14166666666666666,0.0,9.103837220241632,34.61,4.120238095238095,7.467098166127292,1.0,6,2,1,2,1,1.348888,0.112594,0.260957,0.455008,0.072746,0.211289,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,1.87,0.0,79.222229,0.5,4,0,6.3,51.5,0.0,3.31488,0.0,0.0,-0.253938,0.58,0.0,-1.442009,5,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_05,candidate_03,heuristic,6.46382,3,540.0,8400.0,460.8,8400.0,781.5,365.3,66.2,1182.9,42.6,2308.5,79.19999999999999,0.0,178.5,110.30000000000001,29.799999999999997,2117.1,11.399999999999999,2023.5,0.14666666666666664,0.0,8.881559751931075,32.07,3.8178571428571426,6.959635416666666,1.0,6,2,1,2,1,1.364368,0.088084,0.277627,0.425584,0.072747,0.224042,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,1.87,0.0,79.219513,0.714286,2,0,3.76,54.2,0.0,3.092603,0.0,0.0,-0.253938,0.58,0.0,-1.237505,5,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_06,candidate_03,heuristic,7.588616,3,540.0,8400.0,534.0,8232.1,680.7,342.2,140.8,2379.6,81.6,2302.1,6.0,167.89999999999964,279.29999999999995,87.19999999999999,44.80000000000001,920.4000000000001,27.599999999999994,2017.1,0.011111111111111112,0.019988095238095194,8.967129012649718,36.69,4.456942942869984,6.870786516853932,1.0,6,2,1,2,1,1.256748,0.258483,0.384959,0.464283,0.074229,0.07653,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,1.52,0.0,79.202229,0.5,4,0,8.38,-19.0,167.9,3.178172,0.0,0.0,-0.253938,0.23,0.0,-0.574358,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_07,candidate_03,heuristic,8.254517,3,540.0,8400.0,521.2,8400.0,783.4,338.2,66.2,1716.3,55.3,2302.6,18.799999999999955,0.0,176.60000000000002,83.19999999999999,29.799999999999997,1583.7,1.2999999999999972,2017.6,0.03481481481481473,0.0,8.403930920401121,33.97,4.0440476190476184,6.517651573292401,1.0,6,2,1,2,1,1.308118,0.177146,0.378573,0.425574,0.072745,0.123108,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.829954,1.87,0.0,79.199513,0.714286,2,0,5.66,-6.2,0.0,2.614974,0.0,0.0,-0.253938,0.58,0.0,0.166575,5,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_08,candidate_03,model,7.85886,3,540.0,8400.0,550.2,8325.7,684.0,346.1,140.8,2465.1,86.2,2273.3,10.200000000000045,74.29999999999927,276.0,91.10000000000002,44.80000000000001,834.9000000000001,32.2,1988.3000000000002,0.018888888888888972,0.008845238095238009,8.937209092993923,37.1,4.456081770902146,6.743002544529261,1.0,6,2,1,2,1,1.261435,0.251062,0.386468,0.459063,0.073394,0.081075,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.819998,1.52,0.0,79.116357,0.333333,6,0,8.79,-14.8,74.3,3.148252,0.0,0.0,-0.263894,0.23,0.0,-0.303126,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,muscle_gain,fresh,any
muscle_gain_any:new_york:3:fresh,candidate_09,candidate_03,model,7.85446,3,540.0,8400.0,550.2,8325.7,684.0,346.1,140.8,2465.1,86.2,2273.3,10.200000000000045,74.29999999999927,276.0,91.10000000000002,44.80000000000001,834.9000000000001,32.2,1988.3000000000002,0.018888888888888972,0.008845238095238009,8.937209092993923,37.1,4.456081770902146,6.743002544529261,1.0,6,2,1,2,1,1.261435,0.251062,0.386468,0.459063,0.073394,0.081075,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4,4,2.819998,1.52,0.0,78.896357,0.333333,6,0,8.79,-14.8,74.3,3.148252,0.0,0.0,-0.263894,0.23,0.0,-0.303126,5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,muscle_gain,fresh,any
muscle_gain_any:new_york:5:bulk,candidate_00,candidate_05,heuristic,1.370847,5,900.0,14000.0,846.1,14096.2,1344.5,507.7,347.1,5194.6,141.4,3987.5,53.89999999999998,96.20000000000073,255.5,82.69999999999999,187.10000000000002,305.39999999999964,51.400000000000006,3512.5,0.059888888888888867,0.006871428571428624,9.545025961237764,59.39,4.21319220782906,7.019264862309419,1.0,8,2,1,4,1,1.208119,0.192979,0.262481,0.495791,0.130698,0.111029,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,16.50148,4.44,0.0,79.265919,0.6,4,0,-5.0,7.6,-130.4,-0.994187,0.0,0.0,0.887345,-0.11,0.0,0.93804,5,2,1,0,3,1,1,0,0,0,0,0,1,1,1,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_01,candidate_05,heuristic,0.352146,5,900.0,14000.0,818.6,14096.2,1535.7,466.4,210.7,3982.1,93.3,3987.5,81.39999999999998,96.20000000000073,64.29999999999995,41.39999999999998,50.69999999999999,1517.9,3.299999999999997,3512.5,0.09044444444444442,0.006871428571428624,8.16185959165963,54.07,3.835785530852286,6.605179574883948,1.0,8,2,1,4,1,1.247083,0.131286,0.262487,0.464942,0.130701,0.14187,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,16.50148,4.44,0.0,79.263204,0.777778,2,0,-10.32,35.1,-130.4,-2.377354,0.0,0.0,0.887345,-0.11,0.0,-0.08296,5,2,1,0,3,1,1,0,0,0,0,0,1,0,1,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_02,candidate_05,heuristic,-3.421339,5,900.0,14000.0,1039.1,13646.5,1349.8,370.6,347.1,5559.8,155.0,3976.2,139.0999999999999,353.5,250.20000000000005,54.39999999999998,187.10000000000002,59.80000000000018,65.0,3501.2,0.15455555555555545,0.02525,9.557792317916002,64.38,4.717693181401825,6.195746318929844,1.0,8,3,1,4,0,0.948509,0.02611,0.352861,0.512133,0.135006,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3,3,18.899438,4.34,0.0,79.245919,0.454545,6,0,-0.01,92.8,126.9,-0.981421,-1.0,-1.0,3.285303,-0.21,0.0,-1.751218,5,2,2,0,2,1,1,0,0,0,0,0,1,0,1,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_03,candidate_05,heuristic,-2.172529,5,900.0,14000.0,1036.3,13766.2,1541.4,331.5,210.7,4429.6,109.2,3977.2,136.29999999999995,233.79999999999927,58.59999999999991,93.5,50.69999999999999,1070.3999999999996,19.200000000000003,3502.2,0.15144444444444438,0.016699999999999948,8.354504146730463,59.86,4.348331420435559,5.776319598571843,1.0,9,3,1,4,1,1.090664,0.307698,0.363936,0.476081,0.133832,0.026151,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,18.899438,4.34,0.0,79.243204,0.7,3,0,-4.53,90.0,7.2,-2.184709,0.0,0.0,3.285303,-0.21,0.0,-1.379727,5,2,2,0,2,1,1,0,0,0,0,0,1,0,1,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_04,candidate_05,hybrid,-0.173305,5,900.0,14000.0,868.6,14521.6,1250.8,594.7,311.4,5185.1,141.4,5136.3,31.399999999999977,521.6000000000004,349.20000000000005,169.70000000000005,151.39999999999998,314.89999999999964,51.400000000000006,4661.3,0.034888888888888865,0.037257142857142884,12.005422932107452,69.56,4.790105773468488,8.008289201013126,1.0,8,2,1,4,1,1.253876,0.120529,0.254793,0.48127,0.108994,0.154942,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,15.614135,4.55,0.0,79.222229,0.777778,2,0,5.17,-14.9,295.0,1.46621,0.0,0.0,0.0,0.0,0.0,-0.580232,5,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_05,candidate_05,heuristic,0.675775,5,900.0,14000.0,853.7,14226.6,1442.2,514.9,174.9,4049.2,95.3,5136.3,46.299999999999955,226.60000000000036,157.79999999999995,89.89999999999998,14.900000000000006,1450.8000000000002,5.299999999999997,4661.3,0.0514444444444444,0.01618571428571431,10.53921327673015,64.39,4.526028706788691,7.542462223263441,1.0,8,2,1,4,1,1.27704,0.083854,0.269918,0.460673,0.111254,0.158155,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,15.614135,4.55,0.0,79.219513,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_06,candidate_05,heuristic,-6.864035,5,900.0,14000.0,1086.6,14751.6,1256.4,521.9,311.4,5632.7,157.4,5126.1,186.5999999999999,751.6000000000004,343.5999999999999,96.89999999999998,151.39999999999998,132.69999999999982,67.4,4651.1,0.20733333333333323,0.05368571428571431,11.953805635300373,75.79,5.137747769733453,6.974967789434936,1.0,9,3,1,4,1,1.157817,0.201373,0.339625,0.473767,0.107295,0.079314,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,18.012093,4.8,0.0,79.202229,0.7,3,0,11.4,140.3,525.0,1.414592,0.0,0.0,2.397958,0.25,0.0,-5.2888,5,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_07,candidate_05,heuristic,-3.803808,5,900.0,14000.0,1061.2,14237.6,1447.6,422.5,174.9,4420.4,109.4,5126.5,161.20000000000005,237.60000000000036,152.4000000000001,2.5,14.900000000000006,1079.6000000000004,19.400000000000006,4651.5,0.17911111111111117,0.0169714285714286,10.39873539653501,70.13,4.92568972298702,6.608556351300414,1.0,9,3,1,4,1,1.153449,0.208289,0.352659,0.460318,0.111168,0.075856,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,18.012093,4.8,0.0,79.199513,0.888889,1,0,5.74,114.9,11.0,-0.140478,0.0,0.0,2.397958,0.25,0.0,-2.771664,5,0,2,0,1,1,1,0,0,0,0,0,1,0,0,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_08,candidate_05,repaired_model,-17.489433,5,900.0,14000.0,907.8,14862.2,1390.3,538.1,368.3,6131.4,165.4,7180.4,7.7999999999999545,862.2000000000007,209.70000000000005,113.10000000000002,208.3,631.3999999999996,75.4,6705.4,0.008666666666666616,0.06158571428571434,16.76826450378397,87.03,5.8557952389282875,9.586913417052214,1.0,11,2,1,7,1,1.090393,0.236877,0.239533,0.470239,0.1782,0.112029,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,4,4,53.791278,5.65,0.0,97.308014,0.583333,5,0,22.64,-38.5,635.6,6.229051,0.0,0.0,38.177143,1.1,0.0,-3.038144,5,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,muscle_gain,bulk,any
muscle_gain_any:new_york:5:bulk,candidate_09,candidate_05,repaired_model,1.777313,5,900.0,14000.0,862.0,14438.3,1222.7,610.0,282.6,5026.7,139.2,4030.2,38.0,438.2999999999993,377.29999999999995,185.0,122.60000000000002,473.3000000000002,49.19999999999999,3555.2,0.042222222222222223,0.031307142857142804,9.554709408715638,62.3,4.314912420437309,7.22737819025522,1.0,8,2,1,4,1,1.261732,0.108091,0.275655,0.484045,0.084464,0.155835,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,4,4,15.614135,4.2,0.0,78.384338,0.777778,2,0,-2.09,-8.3,211.7,-0.984504,0.0,0.0,0.0,-0.35,0.0,0.674767,5,0,1,0,1,1,1,0,0,0,0,0,1,1,1,0,muscle_gain,bulk,any
fat_loss_any:us:1:balanced,candidate_00,candidate_04,heuristic,8.171521,1,145.0,1750.0,148.1,1602.7,139.0,38.6,46.7,1043.1,23.7,1212.5,3.0999999999999943,147.29999999999995,31.0,16.4,14.700000000000003,43.09999999999991,5.699999999999999,1112.5,0.021379310344827547,0.08417142857142855,12.424676426024956,14.44,9.009795969301804,9.75016880486158,1.0,6,2,1,3,0,1.256758,0.2268,0.391274,0.3534,0.255326,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3,3,10.472569,0.0,0.75,123.155406,0.714286,2,0,-0.44,2.8,-47.0,2.188995,0.0,0.0,0.411121,0.0,0.0,0.7824,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,fat_loss,balanced,lunch_dinner
fat_loss_any:us:1:balanced,candidate_01,candidate_04,heuristic,6.67411,1,145.0,1750.0,124.0,1520.3,139.6,39.9,46.8,1056.8,23.5,1212.6,21.0,229.70000000000005,30.400000000000006,15.100000000000001,14.799999999999997,56.799999999999955,5.5,1112.6,0.14482758620689656,0.13125714285714288,12.404224539512775,13.34,8.774583963691377,10.758064516129032,1.0,6,2,1,3,0,1.232563,0.265108,0.358281,0.372554,0.269165,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3,3,10.472569,0.0,0.75,123.035406,0.714286,2,0,-1.54,20.7,35.4,2.168543,0.0,0.0,0.411121,0.0,0.0,0.009929,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,fat_loss,balanced,lunch_dinner
fat_loss_any:us:1:balanced,candidate_02,candidate_04,heuristic,7.478723,1,145.0,1750.0,145.3,1555.7,135.3,37.4,41.5,931.2,31.3,960.7,0.30000000000001137,194.29999999999995,34.69999999999999,17.6,9.5,68.79999999999995,13.3,860.7,0.002068965517241458,0.11102857142857141,10.235681535947712,14.88,9.564826123288551,10.240880935994495,1.0,6,2,1,3,0,1.24327,0.248156,0.403096,0.364078,0.232826,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3,3,10.061448,0.0,0.75,122.857045,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,fat_loss,balanced,lunch_dinner
fat_loss_any:us:1:balanced,candidate_03,candidate_04,heuristic,7.478723,1,145.0,1750.0,145.3,1555.7,135.3,37.4,41.5,931.2,31.3,960.7,0.30000000000001137,194.29999999999995,34.69999999999999,17.6,9.5,68.79999999999995,13.3,860.7,0.002068965517241458,0.11102857142857141,10.235681535947712,14.88,9.564826123288551,10.240880935994495,1.0,6,2,1,3,0,1.24327,0.248156,0.403096,0.364078,0.232826,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3,3,10.061448,0.0,0.75,122.857045,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,fat_loss,balanced,lunch_dinner
fat_loss_any:us:1:balanced,candidate_04,candidate_04,heuristic,7.478723,1,145.0,1750.0,145.3,1555.7,135.3,37.4,41.5,931.2,31.3,960.7,0.30000000000001137,194.29999999999995,34.69999999999999,17.6,9.5,68.79999999999995,13.3,860.7,0.002068965517241458,0.11102857142857141,10.235681535947712,14.88,9.564826123288551,10.240880935994495,1.0,6,2,1,3,0,1.24327,0.248156,0.403096,0.364078,0.232826,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,3,3,10.061448,0.0,0.75,122.857045,1.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,fat_loss,balanced,lunch_dinner
