algorithm_version,hybrid_score_improved_preset_count,model_selected_preset_count,selected_candidate_source_changed_preset_count,materially_different_preset_count,robustness_scenario_count,robustness_score_improved_case_count,robustness_model_selected_case_count,robustness_brittle_case_count,fat_loss_selected_source,fat_loss_score_gap_to_best_materially_different_model,current_model_win_preset_ids,remaining_heuristic_preset_ids
hybrid_planner_generalized_v5_main,4,4,4,4,30,16,16,0,heuristic,0.441382,muscle_gain|maintenance|high_protein_vegetarian|budget_friendly_healthy,fat_loss
