request_id,candidate_id,baseline_candidate_id,candidate_source,label_score,days,target_protein_g,target_calorie_kcal,estimated_protein_g,estimated_calorie_kcal,estimated_carbohydrate_g,estimated_fat_g,estimated_fiber_g,estimated_calcium_mg,estimated_iron_mg,estimated_vitamin_c_mg,protein_abs_gap_g,calorie_abs_gap_kcal,carbohydrate_abs_gap_g,fat_abs_gap_g,fiber_abs_gap_g,calcium_abs_gap_mg,iron_abs_gap_mg,vitamin_c_abs_gap_mg,protein_gap_ratio,calorie_gap_ratio,macro_gap_ratio_sum,estimated_basket_cost,price_per_1000_kcal,price_per_100g_protein,priced_item_ratio,unique_ingredient_count,protein_anchor_count,carb_base_count,produce_count,calorie_booster_count,food_family_diversity_count,role_diversity_count,repetition_penalty,unrealistic_basket_penalty,preference_match_score,heuristic_selection_score,overlap_with_best_heuristic_jaccard,changed_food_count_vs_best_heuristic,role_assignment_changes_vs_best_heuristic,cost_delta_vs_best_heuristic,protein_gap_delta_vs_best_heuristic,calorie_gap_delta_vs_best_heuristic,macro_gap_ratio_delta_vs_best_heuristic,diversity_gain_vs_best_heuristic,role_diversity_delta_vs_best_heuristic,repetition_penalty_delta_vs_best_heuristic,unrealistic_penalty_delta_vs_best_heuristic,preference_match_delta_vs_best_heuristic,alternative_quality_score,nearby_store_count,warning_count,realism_note_count,pantry_note_count,scaling_note_count,adjusted_by_split,has_price_estimate,budget_friendly_preference,low_prep_preference,vegetarian_preference,vegan_preference,dairy_free_preference,materially_different_from_best_heuristic,nutritionally_competitive_with_best_heuristic,cost_competitive_with_best_heuristic,diversity_improved_vs_best_heuristic,goal_profile,shopping_mode,meal_style
balanced_any:us:5:bulk,candidate_02,candidate_01,heuristic,-1.384681,5,600.0,10500.0,692.5,11353.0,1047.8,424.5,257.5,3807.1,110.4,3894.6,92.5,853.0,102.20000000000005,74.5,107.5,1192.9,20.400000000000006,3444.6,0.15416666666666667,0.08123809523809523,9.138306708074534,49.49,4.3592002113978685,7.146570397111914,1.0,8,2,1,4,1,4,4,19.409312,3.95,0.0,74.398064,0.777778,2,0,7.26,-9.4,-39.3,-0.466505,0.0,0.0,0.0,0.35,0.0,0.219296,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_03,candidate_01,heuristic,-1.181607,5,600.0,10500.0,693.4,11395.2,1053.8,425.9,262.3,4140.9,112.8,3988.2,93.39999999999998,895.2000000000007,96.20000000000005,75.89999999999998,112.30000000000001,859.1000000000004,22.799999999999997,3538.2,0.15566666666666662,0.08525714285714292,9.336995983436854,49.49,4.343056725638865,7.137294490914336,1.0,8,2,1,4,1,4,4,19.409312,3.6,0.0,74.398064,0.777778,2,0,7.26,-8.5,2.9,-0.267815,0.0,0.0,0.0,0.0,0.0,0.213818,2,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_04,candidate_01,heuristic,-3.760975,5,600.0,10500.0,777.3,10596.5,1023.3,312.4,270.8,5186.7,149.6,3864.5,177.29999999999995,96.5,126.70000000000005,37.60000000000002,120.80000000000001,186.69999999999982,59.599999999999994,3414.5,0.29549999999999993,0.00919047619047619,9.310275817805383,43.57,4.111735006841881,5.605300398816416,1.0,8,3,1,4,0,3,3,21.588497,3.95,0.0,73.889135,0.777778,2,0,1.34,75.4,-795.8,-0.294536,-1.0,-1.0,2.179185,0.35,0.0,-0.970386,2,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_05,candidate_01,heuristic,-3.586325,5,600.0,10500.0,778.2,10638.7,1029.3,313.8,275.6,5520.6,152.0,3958.1,178.20000000000005,138.70000000000073,120.70000000000005,36.19999999999999,125.60000000000002,520.6000000000004,62.0,3508.1,0.2970000000000001,0.01320952380952388,9.634505093167702,43.57,4.095425192927707,5.5988177846312,1.0,8,3,1,4,0,3,3,21.588497,3.6,0.0,73.889135,0.777778,2,0,1.34,76.3,-753.6,0.029694,-1.0,-1.0,2.179185,0.0,0.0,-1.004223,2,0,2,0,1,1,1,0,0,0,0,0,1,0,1,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_06,candidate_01,heuristic,0.106353,5,600.0,10500.0,649.0,11324.1,915.5,500.5,254.5,4779.8,136.4,3889.5,49.0,824.1000000000004,234.5,150.5,104.5,220.19999999999982,46.400000000000006,3439.5,0.08166666666666667,0.07848571428571433,9.533508599033816,42.43,3.746876131436494,6.537750385208012,1.0,8,2,1,4,1,4,4,19.349421,4.55,0.0,73.722387,0.777778,2,0,0.2,-52.9,-68.2,-0.071303,0.0,0.0,-0.059891,0.95,0.0,1.231556,2,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_07,candidate_01,heuristic,0.222494,5,600.0,10500.0,649.9,11366.3,921.5,502.0,259.3,5113.7,138.8,3983.1,49.89999999999998,866.2999999999993,228.5,152.0,109.30000000000001,113.69999999999982,48.80000000000001,3533.1,0.08316666666666662,0.08250476190476183,9.777943588681849,42.43,3.73296499300564,6.528696722572704,1.0,8,2,1,4,1,4,4,19.349421,4.2,0.0,73.722387,0.777778,2,0,0.2,-52.0,-26.0,0.173132,0.0,0.0,-0.059891,0.6,0.0,1.139218,2,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_08,candidate_01,repaired_model,-2.624144,5,600.0,10500.0,796.6,11023.2,1065.5,331.4,274.3,4423.2,125.6,3776.5,196.60000000000002,523.2000000000007,84.5,18.600000000000023,124.30000000000001,576.8000000000002,35.599999999999994,3326.5,0.3276666666666667,0.0498285714285715,8.858425562456867,41.76,3.788373612018288,5.242279688676876,1.0,8,2,1,4,1,4,4,19.409312,3.5,0.0,75.309482,1.0,0,0,-0.47,94.7,-369.1,-0.746386,0.0,0.0,0.0,-0.1,0.0,-1.164,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_09,candidate_01,repaired_model,-3.924365,5,600.0,10500.0,819.4,11336.4,1090.1,342.1,285.8,4753.3,136.8,3978.2,219.39999999999998,836.3999999999996,59.90000000000009,7.899999999999977,135.8,246.69999999999982,46.80000000000001,3528.2,0.36566666666666664,0.07965714285714283,9.389776162870945,44.46,3.9218799618926647,5.425921405906762,1.0,8,2,1,4,1,4,4,19.409312,3.5,0.0,74.934933,1.0,0,0,2.23,117.5,-55.9,-0.215035,0.0,0.0,0.0,-0.1,0.0,-2.070517,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_10,candidate_01,repaired_model,-3.732007,5,600.0,10500.0,829.7,11243.1,1049.3,346.6,269.8,4594.4,136.0,3302.2,229.70000000000005,743.1000000000004,100.70000000000005,3.3999999999999773,119.80000000000001,405.60000000000036,46.0,2852.2,0.3828333333333334,0.07077142857142861,7.8263995031055895,43.68,3.8850494970248417,5.264553453055321,1.0,8,2,1,4,1,4,4,19.409312,3.25,0.0,73.03156,1.0,0,0,1.45,127.8,-149.2,-1.778412,0.0,0.0,0.0,-0.35,0.0,-2.005155,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,maintenance,bulk,any
balanced_any:us:5:bulk,candidate_11,candidate_01,repaired_model,-2.463925,5,600.0,10500.0,807.4,11053.0,1040.9,344.0,259.5,4683.7,134.1,2883.1,207.39999999999998,553.0,109.09999999999991,6.0,109.5,316.3000000000002,44.099999999999994,2433.1,0.3456666666666666,0.05266666666666667,6.8021613112491375,40.51,3.665068307246901,5.017339608620262,1.0,8,2,1,4,1,4,4,19.409312,2.9,0.0,72.361776,1.0,0,0,-1.72,105.5,-339.3,-2.80265,0.0,0.0,0.0,-0.7,0.0,-1.32,2,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,maintenance,bulk,any
