system_id,system_label,scenario_id,split,goal_profile,days,shopping_mode,selected_candidate_source,model_selected,candidate_count_considered,generation_time_ms,protein_abs_gap_g,calorie_abs_gap_kcal,macro_gap_ratio_sum,estimated_basket_cost,price_per_1000_kcal,price_per_100g_protein,unique_ingredient_count,role_diversity_count,warning_count,scorer_score
hybrid_random_forest,Hybrid random_forest,high_protein_vegetarian:us:5:balanced:veg_staples,test,high_protein_vegetarian,5,balanced,hybrid,1,6,360.101,29.4,16.7,8.692712,51.41,4.369109,6.814687,8,3,3,0.602368
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,high_protein_vegetarian:us:5:balanced:veg_staples,test,high_protein_vegetarian,5,balanced,heuristic,0,6,116.529,29.4,16.7,8.692712,51.41,4.369109,6.814687,8,3,3,0.602368
heuristic_only,Heuristic Only,high_protein_vegetarian:west:3:fresh:empty,test,high_protein_vegetarian,3,fresh,heuristic,0,6,55.362,0.2,295.6,9.656212,35.03,5.186249,8.049173,5,3,1,9.221876
hybrid_best,Hybrid Best Model,high_protein_vegetarian:west:3:fresh:empty,test,high_protein_vegetarian,3,fresh,hybrid,1,6,366.913,0.2,295.6,9.656212,35.03,5.186249,8.049173,5,3,1,9.221876
hybrid_logistic_regression,Hybrid logistic_regression,high_protein_vegetarian:west:3:fresh:empty,test,high_protein_vegetarian,3,fresh,hybrid,1,6,97.21,0.2,295.6,9.656212,35.03,5.186249,8.049173,5,3,1,9.221876
hybrid_random_forest,Hybrid random_forest,high_protein_vegetarian:west:3:fresh:empty,test,high_protein_vegetarian,3,fresh,hybrid,1,6,377.439,0.2,295.6,9.656212,35.03,5.186249,8.049173,5,3,1,9.221876
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,high_protein_vegetarian:west:3:fresh:empty,test,high_protein_vegetarian,3,fresh,heuristic,0,6,113.381,0.2,295.6,9.656212,35.03,5.186249,8.049173,5,3,1,9.221876
heuristic_only,Heuristic Only,low_prep:midwest:3:fresh:mixed_staples,test,maintenance,3,fresh,heuristic,0,6,60.653,0.7,1.5,0.401772,18.68,3.036658,5.198998,6,4,0,13.542973
hybrid_best,Hybrid Best Model,low_prep:midwest:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,367.798,0.7,1.5,0.401772,18.68,3.036658,5.198998,6,4,0,13.542973
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:midwest:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,94.824,0.7,1.5,0.401772,18.68,3.036658,5.198998,6,4,0,13.542973
hybrid_random_forest,Hybrid random_forest,low_prep:midwest:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,376.989,0.7,1.5,0.401772,18.68,3.036658,5.198998,6,4,0,13.542973
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:midwest:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,122.947,0.7,1.5,0.401772,18.68,3.036658,5.198998,6,4,0,13.542973
heuristic_only,Heuristic Only,low_prep:midwest:5:balanced:protein_stocked,test,maintenance,5,balanced,heuristic,0,6,59.625,8.1,214.3,0.509073,39.05,3.891109,6.421641,7,4,0,9.665135
hybrid_best,Hybrid Best Model,low_prep:midwest:5:balanced:protein_stocked,test,maintenance,5,balanced,repaired_model,1,10,375.831,7.2,92.5,0.718968,36.62,3.54073,6.030962,7,4,0,9.871955
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:midwest:5:balanced:protein_stocked,test,maintenance,5,balanced,hybrid,1,6,87.199,8.1,214.3,0.509073,39.05,3.891109,6.421641,7,4,0,9.665135
hybrid_random_forest,Hybrid random_forest,low_prep:midwest:5:balanced:protein_stocked,test,maintenance,5,balanced,repaired_model,1,10,361.192,7.2,92.5,0.718968,36.62,3.54073,6.030962,7,4,0,9.871955
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:midwest:5:balanced:protein_stocked,test,maintenance,5,balanced,heuristic,0,6,116.569,8.1,214.3,0.509073,39.05,3.891109,6.421641,7,4,0,9.665135
heuristic_only,Heuristic Only,low_prep:new_york:3:fresh:mixed_staples,test,maintenance,3,fresh,heuristic,0,6,57.974,0.7,1.5,0.401772,23.54,3.826709,6.551628,6,4,0,13.418978
hybrid_best,Hybrid Best Model,low_prep:new_york:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,367.966,0.7,1.5,0.401772,23.54,3.826709,6.551628,6,4,0,13.418978
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:new_york:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,85.551,0.7,1.5,0.401772,23.54,3.826709,6.551628,6,4,0,13.418978
hybrid_random_forest,Hybrid random_forest,low_prep:new_york:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,376.818,0.7,1.5,0.401772,23.54,3.826709,6.551628,6,4,0,13.418978
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:new_york:3:fresh:mixed_staples,test,maintenance,3,fresh,hybrid,1,6,119.13,0.7,1.5,0.401772,23.54,3.826709,6.551628,6,4,0,13.418978
heuristic_only,Heuristic Only,low_prep:new_york:5:balanced:protein_stocked,test,maintenance,5,balanced,heuristic,0,6,61.853,5.7,133.4,0.629108,44.39,4.275093,7.328711,7,4,0,9.376424
hybrid_best,Hybrid Best Model,low_prep:new_york:5:balanced:protein_stocked,test,maintenance,5,balanced,hybrid,1,6,383.734,5.7,133.4,0.629108,44.39,4.275093,7.328711,7,4,0,9.376424
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:new_york:5:balanced:protein_stocked,test,maintenance,5,balanced,hybrid,1,6,87.761,5.7,133.4,0.629108,44.39,4.275093,7.328711,7,4,0,9.376424
hybrid_random_forest,Hybrid random_forest,low_prep:new_york:5:balanced:protein_stocked,test,maintenance,5,balanced,hybrid,1,6,367.296,5.7,133.4,0.629108,44.39,4.275093,7.328711,7,4,0,9.376424
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:new_york:5:balanced:protein_stocked,test,maintenance,5,balanced,hybrid,1,6,121.503,5.7,133.4,0.629108,44.39,4.275093,7.328711,7,4,0,9.376424
heuristic_only,Heuristic Only,low_prep:south:1:balanced:mixed_staples,test,maintenance,1,balanced,heuristic,0,6,61.493,1.1,27.3,0.396508,5.55,2.671737,4.582989,5,3,0,15.066449
hybrid_best,Hybrid Best Model,low_prep:south:1:balanced:mixed_staples,test,maintenance,1,balanced,model,1,10,375.25,0.3,4.4,0.636524,4.0,1.955417,3.341688,5,3,0,15.101008
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:south:1:balanced:mixed_staples,test,maintenance,1,balanced,hybrid,1,6,85.105,1.1,27.3,0.396508,5.55,2.671737,4.582989,5,3,0,15.066449
hybrid_random_forest,Hybrid random_forest,low_prep:south:1:balanced:mixed_staples,test,maintenance,1,balanced,model,1,10,365.41,0.3,4.4,0.636524,4.0,1.955417,3.341688,5,3,0,15.101008
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:south:1:balanced:mixed_staples,test,maintenance,1,balanced,model,1,10,120.976,0.3,4.4,0.636524,4.0,1.955417,3.341688,5,3,0,15.101008
heuristic_only,Heuristic Only,low_prep:south:1:balanced:protein_stocked,test,maintenance,1,balanced,heuristic,0,6,64.039,0.1,8.1,0.447302,8.17,4.001175,6.814012,6,4,0,15.06272
hybrid_best,Hybrid Best Model,low_prep:south:1:balanced:protein_stocked,test,maintenance,1,balanced,model,1,10,377.201,0.3,4.4,0.636524,6.71,3.280211,5.605681,6,4,0,15.153378
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:south:1:balanced:protein_stocked,test,maintenance,1,balanced,hybrid,1,6,83.972,0.1,8.1,0.447302,8.17,4.001175,6.814012,6,4,0,15.06272
hybrid_random_forest,Hybrid random_forest,low_prep:south:1:balanced:protein_stocked,test,maintenance,1,balanced,model,1,10,363.221,0.3,4.4,0.636524,6.71,3.280211,5.605681,6,4,0,15.153378
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:south:1:balanced:protein_stocked,test,maintenance,1,balanced,model,1,10,115.895,0.3,4.4,0.636524,6.71,3.280211,5.605681,6,4,0,15.153378
heuristic_only,Heuristic Only,low_prep:us:5:balanced:mixed_staples,test,maintenance,5,balanced,heuristic,0,6,64.117,7.2,92.5,0.718968,31.5,3.045685,5.187747,7,4,0,10.020287
hybrid_best,Hybrid Best Model,low_prep:us:5:balanced:mixed_staples,test,maintenance,5,balanced,hybrid,1,6,370.911,7.2,92.5,0.718968,31.5,3.045685,5.187747,7,4,0,10.020287
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:us:5:balanced:mixed_staples,test,maintenance,5,balanced,heuristic,0,6,85.12,7.2,92.5,0.718968,31.5,3.045685,5.187747,7,4,0,10.020287
hybrid_random_forest,Hybrid random_forest,low_prep:us:5:balanced:mixed_staples,test,maintenance,5,balanced,hybrid,1,6,362.91,7.2,92.5,0.718968,31.5,3.045685,5.187747,7,4,0,10.020287
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:us:5:balanced:mixed_staples,test,maintenance,5,balanced,heuristic,0,6,120.648,7.2,92.5,0.718968,31.5,3.045685,5.187747,7,4,0,10.020287
heuristic_only,Heuristic Only,low_prep:us:7:bulk:mixed_staples,test,maintenance,7,bulk,heuristic,0,6,64.442,151.4,73.9,0.697866,40.98,2.870532,5.951205,7,4,4,8.760253
hybrid_best,Hybrid Best Model,low_prep:us:7:bulk:mixed_staples,test,maintenance,7,bulk,hybrid,1,6,382.369,151.4,73.9,0.697866,40.98,2.870532,5.951205,7,4,4,8.760253
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:us:7:bulk:mixed_staples,test,maintenance,7,bulk,heuristic,0,6,87.2,151.4,73.9,0.697866,40.98,2.870532,5.951205,7,4,4,8.760253
hybrid_random_forest,Hybrid random_forest,low_prep:us:7:bulk:mixed_staples,test,maintenance,7,bulk,hybrid,1,6,360.622,151.4,73.9,0.697866,40.98,2.870532,5.951205,7,4,4,8.760253
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:us:7:bulk:mixed_staples,test,maintenance,7,bulk,heuristic,0,6,133.676,151.4,73.9,0.697866,40.98,2.870532,5.951205,7,4,4,8.760253
heuristic_only,Heuristic Only,low_prep:us:7:bulk:protein_stocked,test,maintenance,7,bulk,heuristic,0,6,63.629,151.4,73.9,0.697866,47.16,3.303423,6.848678,7,4,4,8.296339
hybrid_best,Hybrid Best Model,low_prep:us:7:bulk:protein_stocked,test,maintenance,7,bulk,hybrid,1,6,377.082,151.4,73.9,0.697866,47.16,3.303423,6.848678,7,4,4,8.296339
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:us:7:bulk:protein_stocked,test,maintenance,7,bulk,heuristic,0,6,85.885,151.4,73.9,0.697866,47.16,3.303423,6.848678,7,4,4,8.296339
hybrid_random_forest,Hybrid random_forest,low_prep:us:7:bulk:protein_stocked,test,maintenance,7,bulk,hybrid,1,6,369.748,151.4,73.9,0.697866,47.16,3.303423,6.848678,7,4,4,8.296339
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:us:7:bulk:protein_stocked,test,maintenance,7,bulk,heuristic,0,6,120.783,151.4,73.9,0.697866,47.16,3.303423,6.848678,7,4,4,8.296339
heuristic_only,Heuristic Only,low_prep:west:1:balanced:mixed_staples,test,maintenance,1,balanced,heuristic,0,6,53.331,1.1,27.3,0.396508,6.03,2.902807,4.979356,5,3,0,15.069941
hybrid_best,Hybrid Best Model,low_prep:west:1:balanced:mixed_staples,test,maintenance,1,balanced,model,1,10,374.168,0.3,4.4,0.636524,4.45,2.175401,3.717627,5,3,0,15.092771
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:west:1:balanced:mixed_staples,test,maintenance,1,balanced,hybrid,1,6,96.653,1.1,27.3,0.396508,6.03,2.902807,4.979356,5,3,0,15.069941
hybrid_random_forest,Hybrid random_forest,low_prep:west:1:balanced:mixed_staples,test,maintenance,1,balanced,model,1,10,385.157,0.3,4.4,0.636524,4.45,2.175401,3.717627,5,3,0,15.092771
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:west:1:balanced:mixed_staples,test,maintenance,1,balanced,model,1,10,118.051,0.3,4.4,0.636524,4.45,2.175401,3.717627,5,3,0,15.092771
heuristic_only,Heuristic Only,low_prep:west:5:balanced:mixed_staples,test,maintenance,5,balanced,heuristic,0,6,61.552,7.2,92.5,0.718968,32.23,3.116268,5.307971,7,4,0,10.089643
hybrid_best,Hybrid Best Model,low_prep:west:5:balanced:mixed_staples,test,maintenance,5,balanced,model,1,10,445.242,1.4,6.7,0.643229,28.66,2.797926,4.765547,6,4,0,11.105605
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:west:5:balanced:mixed_staples,test,maintenance,5,balanced,heuristic,0,6,84.809,7.2,92.5,0.718968,32.23,3.116268,5.307971,7,4,0,10.089643
hybrid_random_forest,Hybrid random_forest,low_prep:west:5:balanced:mixed_staples,test,maintenance,5,balanced,model,1,10,367.506,1.4,6.7,0.643229,28.66,2.797926,4.765547,6,4,0,11.105605
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:west:5:balanced:mixed_staples,test,maintenance,5,balanced,model,1,10,126.064,1.4,6.7,0.643229,28.66,2.797926,4.765547,6,4,0,11.105605
heuristic_only,Heuristic Only,low_prep:west:7:bulk:protein_stocked,test,maintenance,7,bulk,heuristic,0,6,65.109,151.4,73.9,0.697866,48.79,3.4176,7.085391,7,4,4,8.345821
hybrid_best,Hybrid Best Model,low_prep:west:7:bulk:protein_stocked,test,maintenance,7,bulk,model,1,10,376.612,156.1,77.7,0.67463,47.23,3.309207,6.90598,6,4,3,9.801743
hybrid_logistic_regression,Hybrid logistic_regression,low_prep:west:7:bulk:protein_stocked,test,maintenance,7,bulk,heuristic,0,6,87.652,151.4,73.9,0.697866,48.79,3.4176,7.085391,7,4,4,8.345821
hybrid_random_forest,Hybrid random_forest,low_prep:west:7:bulk:protein_stocked,test,maintenance,7,bulk,model,1,10,361.703,156.1,77.7,0.67463,47.23,3.309207,6.90598,6,4,3,9.801743
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,low_prep:west:7:bulk:protein_stocked,test,maintenance,7,bulk,model,1,10,122.708,156.1,77.7,0.67463,47.23,3.309207,6.90598,6,4,3,9.801743
heuristic_only,Heuristic Only,muscle_gain_any:midwest:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,6,59.802,4.5,14.9,9.412471,9.58,3.403318,5.458689,6,4,0,12.619318
hybrid_best,Hybrid Best Model,muscle_gain_any:midwest:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,10,379.043,4.5,14.9,9.412471,9.58,3.403318,5.458689,6,4,0,12.619318
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:midwest:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,10,82.617,4.5,14.9,9.412471,9.58,3.403318,5.458689,6,4,0,12.619318
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:midwest:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,10,349.343,4.5,14.9,9.412471,9.58,3.403318,5.458689,6,4,0,12.619318
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:midwest:1:balanced:mixed_staples,test,muscle_gain,1,balanced,hybrid,1,6,117.114,4.5,14.9,9.412471,9.58,3.403318,5.458689,6,4,0,12.619318
heuristic_only,Heuristic Only,muscle_gain_any:midwest:1:balanced:protein_stocked,test,muscle_gain,1,balanced,heuristic,0,5,57.195,2.5,1.1,8.421731,5.56,1.986495,3.132394,3,2,0,12.387169
hybrid_best,Hybrid Best Model,muscle_gain_any:midwest:1:balanced:protein_stocked,test,muscle_gain,1,balanced,model,1,7,373.467,5.6,2.1,9.354568,5.78,2.062739,3.31422,4,3,0,12.708907
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:midwest:1:balanced:protein_stocked,test,muscle_gain,1,balanced,heuristic,0,7,80.565,2.5,1.1,8.421731,5.56,1.986495,3.132394,3,2,0,12.387169
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:midwest:1:balanced:protein_stocked,test,muscle_gain,1,balanced,model,1,7,358.463,5.6,2.1,9.354568,5.78,2.062739,3.31422,4,3,0,12.708907
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:midwest:1:balanced:protein_stocked,test,muscle_gain,1,balanced,model,1,9,114.886,21.5,437.1,8.927307,7.51,3.178298,4.73817,5,3,0,12.587805
heuristic_only,Heuristic Only,muscle_gain_any:midwest:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,6,59.529,13.5,54.5,9.033259,19.81,2.373734,3.762583,6,4,1,10.876915
hybrid_best,Hybrid Best Model,muscle_gain_any:midwest:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,10,468.103,13.5,54.5,9.033259,19.81,2.373734,3.762583,6,4,1,10.876915
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:midwest:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,10,83.148,13.5,54.5,9.033259,19.81,2.373734,3.762583,6,4,1,10.876915
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:midwest:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,10,366.528,13.5,54.5,9.033259,19.81,2.373734,3.762583,6,4,1,10.876915
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:midwest:3:fresh:protein_stocked,test,muscle_gain,3,fresh,hybrid,1,6,118.733,13.5,54.5,9.033259,19.81,2.373734,3.762583,6,4,1,10.876915
heuristic_only,Heuristic Only,muscle_gain_any:midwest:7:bulk:empty,test,muscle_gain,7,bulk,heuristic,0,6,61.178,235.1,41.0,8.770805,59.23,3.015631,5.7791,8,4,4,2.914788
hybrid_best,Hybrid Best Model,muscle_gain_any:midwest:7:bulk:empty,test,muscle_gain,7,bulk,hybrid,1,6,376.205,235.1,41.0,8.770805,59.23,3.015631,5.7791,8,4,4,2.914788
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:midwest:7:bulk:empty,test,muscle_gain,7,bulk,heuristic,0,8,86.959,235.1,41.0,8.770805,59.23,3.015631,5.7791,8,4,4,2.914788
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:midwest:7:bulk:empty,test,muscle_gain,7,bulk,hybrid,1,6,342.401,235.1,41.0,8.770805,59.23,3.015631,5.7791,8,4,4,2.914788
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:midwest:7:bulk:empty,test,muscle_gain,7,bulk,hybrid,1,6,125.52,235.1,41.0,8.770805,59.23,3.015631,5.7791,8,4,4,2.914788
heuristic_only,Heuristic Only,muscle_gain_any:new_york:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,6,56.61,4.5,14.9,9.412471,12.3,4.369605,7.008547,6,4,0,12.486542
hybrid_best,Hybrid Best Model,muscle_gain_any:new_york:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,10,374.807,4.5,14.9,9.412471,12.3,4.369605,7.008547,6,4,0,12.486542
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:new_york:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,10,84.226,4.5,14.9,9.412471,12.3,4.369605,7.008547,6,4,0,12.486542
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:new_york:1:balanced:mixed_staples,test,muscle_gain,1,balanced,heuristic,0,10,365.256,4.5,14.9,9.412471,12.3,4.369605,7.008547,6,4,0,12.486542
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:new_york:1:balanced:mixed_staples,test,muscle_gain,1,balanced,hybrid,1,6,121.072,4.5,14.9,9.412471,12.3,4.369605,7.008547,6,4,0,12.486542
heuristic_only,Heuristic Only,muscle_gain_any:new_york:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,6,60.039,13.5,54.5,9.033259,36.55,4.379606,6.94207,6,4,1,10.367022
hybrid_best,Hybrid Best Model,muscle_gain_any:new_york:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,10,366.087,13.5,54.5,9.033259,36.55,4.379606,6.94207,6,4,1,10.367022
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:new_york:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,10,84.422,13.5,54.5,9.033259,36.55,4.379606,6.94207,6,4,1,10.367022
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:new_york:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,10,371.999,13.5,54.5,9.033259,36.55,4.379606,6.94207,6,4,1,10.367022
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:new_york:3:fresh:empty,test,muscle_gain,3,fresh,hybrid,1,6,113.367,13.5,54.5,9.033259,36.55,4.379606,6.94207,6,4,1,10.367022
heuristic_only,Heuristic Only,muscle_gain_any:new_york:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,6,56.545,13.5,54.5,9.033259,24.23,2.903361,4.602089,6,4,1,10.881365
hybrid_best,Hybrid Best Model,muscle_gain_any:new_york:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,10,358.457,13.5,54.5,9.033259,24.23,2.903361,4.602089,6,4,1,10.881365
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:new_york:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,10,82.944,13.5,54.5,9.033259,24.23,2.903361,4.602089,6,4,1,10.881365
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:new_york:3:fresh:protein_stocked,test,muscle_gain,3,fresh,heuristic,0,10,356.663,13.5,54.5,9.033259,24.23,2.903361,4.602089,6,4,1,10.881365
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:new_york:3:fresh:protein_stocked,test,muscle_gain,3,fresh,hybrid,1,6,115.617,13.5,54.5,9.033259,24.23,2.903361,4.602089,6,4,1,10.881365
heuristic_only,Heuristic Only,muscle_gain_any:us:1:balanced:empty,test,muscle_gain,1,balanced,heuristic,0,6,58.28,4.5,14.9,9.412471,10.66,3.786991,6.074074,6,4,0,12.61712
hybrid_best,Hybrid Best Model,muscle_gain_any:us:1:balanced:empty,test,muscle_gain,1,balanced,heuristic,0,10,381.094,4.5,14.9,9.412471,10.66,3.786991,6.074074,6,4,0,12.61712
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:us:1:balanced:empty,test,muscle_gain,1,balanced,heuristic,0,10,95.634,4.5,14.9,9.412471,10.66,3.786991,6.074074,6,4,0,12.61712
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:us:1:balanced:empty,test,muscle_gain,1,balanced,heuristic,0,10,358.715,4.5,14.9,9.412471,10.66,3.786991,6.074074,6,4,0,12.61712
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:us:1:balanced:empty,test,muscle_gain,1,balanced,hybrid,1,6,118.307,4.5,14.9,9.412471,10.66,3.786991,6.074074,6,4,0,12.61712
heuristic_only,Heuristic Only,muscle_gain_any:us:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,6,58.693,13.5,54.5,9.033259,31.6,3.786472,6.001899,6,4,1,10.691559
hybrid_best,Hybrid Best Model,muscle_gain_any:us:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,10,364.577,13.5,54.5,9.033259,31.6,3.786472,6.001899,6,4,1,10.691559
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:us:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,10,84.827,13.5,54.5,9.033259,31.6,3.786472,6.001899,6,4,1,10.691559
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:us:3:fresh:empty,test,muscle_gain,3,fresh,heuristic,0,10,367.346,13.5,54.5,9.033259,31.6,3.786472,6.001899,6,4,1,10.691559
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:us:3:fresh:empty,test,muscle_gain,3,fresh,hybrid,1,6,115.809,13.5,54.5,9.033259,31.6,3.786472,6.001899,6,4,1,10.691559
heuristic_only,Heuristic Only,muscle_gain_any:us:5:balanced:mixed_staples,test,muscle_gain,5,balanced,heuristic,0,6,58.568,86.2,811.1,8.573615,45.16,3.424091,5.549275,8,4,2,3.096531
hybrid_best,Hybrid Best Model,muscle_gain_any:us:5:balanced:mixed_staples,test,muscle_gain,5,balanced,heuristic,0,8,374.456,86.2,811.1,8.573615,45.16,3.424091,5.549275,8,4,2,3.096531
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:us:5:balanced:mixed_staples,test,muscle_gain,5,balanced,heuristic,0,8,84.177,86.2,811.1,8.573615,45.16,3.424091,5.549275,8,4,2,3.096531
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:us:5:balanced:mixed_staples,test,muscle_gain,5,balanced,heuristic,0,8,388.716,86.2,811.1,8.573615,45.16,3.424091,5.549275,8,4,2,3.096531
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:us:5:balanced:mixed_staples,test,muscle_gain,5,balanced,heuristic,0,6,155.903,86.2,811.1,8.573615,45.16,3.424091,5.549275,8,4,2,3.096531
heuristic_only,Heuristic Only,muscle_gain_any:us:7:bulk:mixed_staples,test,muscle_gain,7,bulk,heuristic,0,6,79.818,235.1,41.0,8.770805,63.65,3.24067,6.210362,8,4,4,2.815755
hybrid_best,Hybrid Best Model,muscle_gain_any:us:7:bulk:mixed_staples,test,muscle_gain,7,bulk,hybrid,1,6,380.617,235.1,41.0,8.770805,63.65,3.24067,6.210362,8,4,4,2.815755
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:us:7:bulk:mixed_staples,test,muscle_gain,7,bulk,heuristic,0,8,89.811,235.1,41.0,8.770805,63.65,3.24067,6.210362,8,4,4,2.815755
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:us:7:bulk:mixed_staples,test,muscle_gain,7,bulk,hybrid,1,6,377.458,235.1,41.0,8.770805,63.65,3.24067,6.210362,8,4,4,2.815755
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:us:7:bulk:mixed_staples,test,muscle_gain,7,bulk,hybrid,1,6,124.536,235.1,41.0,8.770805,63.65,3.24067,6.210362,8,4,4,2.815755
heuristic_only,Heuristic Only,muscle_gain_any:west:5:balanced:empty,test,muscle_gain,5,balanced,heuristic,0,6,62.361,57.4,381.2,11.428252,56.46,4.14574,6.700688,8,4,1,2.943086
hybrid_best,Hybrid Best Model,muscle_gain_any:west:5:balanced:empty,test,muscle_gain,5,balanced,heuristic,0,8,384.291,57.4,381.2,11.428252,56.46,4.14574,6.700688,8,4,1,2.943086
hybrid_logistic_regression,Hybrid logistic_regression,muscle_gain_any:west:5:balanced:empty,test,muscle_gain,5,balanced,heuristic,0,8,87.529,57.4,381.2,11.428252,56.46,4.14574,6.700688,8,4,1,2.943086
hybrid_random_forest,Hybrid random_forest,muscle_gain_any:west:5:balanced:empty,test,muscle_gain,5,balanced,heuristic,0,8,368.493,57.4,381.2,11.428252,56.46,4.14574,6.700688,8,4,1,2.943086
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,muscle_gain_any:west:5:balanced:empty,test,muscle_gain,5,balanced,hybrid,1,6,121.421,57.4,381.2,11.428252,56.46,4.14574,6.700688,8,4,1,2.943086
