system_id,system_label,scenario_id,split,goal_profile,days,shopping_mode,selected_candidate_source,model_selected,candidate_count_considered,generation_time_ms,protein_abs_gap_g,calorie_abs_gap_kcal,macro_gap_ratio_sum,estimated_basket_cost,price_per_1000_kcal,price_per_100g_protein,unique_ingredient_count,role_diversity_count,warning_count,scorer_score
heuristic_only,Heuristic Only,snack_low_prep:new_york:1:balanced:mixed_staples,test,generic_balanced,1,balanced,heuristic,0,3,59.325,1.3,549.4,1.207807,9.73,4.141483,10.384205,4,3,0,14.787609
hybrid_best,Hybrid Best Model,snack_low_prep:new_york:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,392.13,1.3,549.4,1.207807,9.73,4.141483,10.384205,4,3,0,14.787609
hybrid_logistic_regression,Hybrid logistic_regression,snack_low_prep:new_york:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,85.823,1.3,549.4,1.207807,9.73,4.141483,10.384205,4,3,0,14.787609
hybrid_random_forest,Hybrid random_forest,snack_low_prep:new_york:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,359.636,1.3,549.4,1.207807,9.73,4.141483,10.384205,4,3,0,14.787609
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,snack_low_prep:new_york:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,115.129,1.3,549.4,1.207807,9.73,4.141483,10.384205,4,3,0,14.787609
heuristic_only,Heuristic Only,snack_low_prep:new_york:5:balanced:protein_stocked,test,generic_balanced,5,balanced,heuristic,0,6,63.392,78.0,1769.2,0.921184,48.05,4.461798,12.103275,6,3,1,8.802422
hybrid_best,Hybrid Best Model,snack_low_prep:new_york:5:balanced:protein_stocked,test,generic_balanced,5,balanced,hybrid,1,6,366.199,78.0,1769.2,0.921184,48.05,4.461798,12.103275,6,3,1,8.802422
hybrid_logistic_regression,Hybrid logistic_regression,snack_low_prep:new_york:5:balanced:protein_stocked,test,generic_balanced,5,balanced,hybrid,1,6,84.774,78.0,1769.2,0.921184,48.05,4.461798,12.103275,6,3,1,8.802422
hybrid_random_forest,Hybrid random_forest,snack_low_prep:new_york:5:balanced:protein_stocked,test,generic_balanced,5,balanced,hybrid,1,6,365.211,78.0,1769.2,0.921184,48.05,4.461798,12.103275,6,3,1,8.802422
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,snack_low_prep:new_york:5:balanced:protein_stocked,test,generic_balanced,5,balanced,hybrid,1,6,120.544,78.0,1769.2,0.921184,48.05,4.461798,12.103275,6,3,1,8.802422
heuristic_only,Heuristic Only,snack_low_prep:new_york:7:bulk:empty,test,generic_balanced,7,bulk,heuristic,0,6,62.146,16.0,6738.7,1.853045,60.81,3.144472,9.3698,5,3,3,9.063409
hybrid_best,Hybrid Best Model,snack_low_prep:new_york:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,392.987,16.0,6738.7,1.853045,60.81,3.144472,9.3698,5,3,3,9.063409
hybrid_logistic_regression,Hybrid logistic_regression,snack_low_prep:new_york:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,85.738,16.0,6738.7,1.853045,60.81,3.144472,9.3698,5,3,3,9.063409
hybrid_random_forest,Hybrid random_forest,snack_low_prep:new_york:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,364.201,16.0,6738.7,1.853045,60.81,3.144472,9.3698,5,3,3,9.063409
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,snack_low_prep:new_york:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,120.52,16.0,6738.7,1.853045,60.81,3.144472,9.3698,5,3,3,9.063409
heuristic_only,Heuristic Only,snack_low_prep:south:1:balanced:mixed_staples,test,generic_balanced,1,balanced,heuristic,0,3,63.266,1.3,549.4,1.207807,7.82,3.328509,8.345784,4,3,0,15.10784
hybrid_best,Hybrid Best Model,snack_low_prep:south:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,373.851,1.3,549.4,1.207807,7.82,3.328509,8.345784,4,3,0,15.10784
hybrid_logistic_regression,Hybrid logistic_regression,snack_low_prep:south:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,83.816,1.3,549.4,1.207807,7.82,3.328509,8.345784,4,3,0,15.10784
hybrid_random_forest,Hybrid random_forest,snack_low_prep:south:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,366.742,1.3,549.4,1.207807,7.82,3.328509,8.345784,4,3,0,15.10784
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,snack_low_prep:south:1:balanced:mixed_staples,test,generic_balanced,1,balanced,hybrid,1,3,122.252,1.3,549.4,1.207807,7.82,3.328509,8.345784,4,3,0,15.10784
heuristic_only,Heuristic Only,snack_low_prep:us:5:balanced:mixed_staples,test,generic_balanced,5,balanced,heuristic,0,6,64.287,78.7,2645.2,1.270211,32.6,2.799437,8.226091,6,3,2,9.531188
hybrid_best,Hybrid Best Model,snack_low_prep:us:5:balanced:mixed_staples,test,generic_balanced,5,balanced,heuristic,0,6,378.805,78.7,2645.2,1.270211,32.6,2.799437,8.226091,6,3,2,9.531188
hybrid_logistic_regression,Hybrid logistic_regression,snack_low_prep:us:5:balanced:mixed_staples,test,generic_balanced,5,balanced,heuristic,0,6,84.389,78.7,2645.2,1.270211,32.6,2.799437,8.226091,6,3,2,9.531188
hybrid_random_forest,Hybrid random_forest,snack_low_prep:us:5:balanced:mixed_staples,test,generic_balanced,5,balanced,heuristic,0,6,368.384,78.7,2645.2,1.270211,32.6,2.799437,8.226091,6,3,2,9.531188
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,snack_low_prep:us:5:balanced:mixed_staples,test,generic_balanced,5,balanced,heuristic,0,6,169.109,78.7,2645.2,1.270211,32.6,2.799437,8.226091,6,3,2,9.531188
heuristic_only,Heuristic Only,snack_low_prep:us:7:bulk:protein_stocked,test,generic_balanced,7,bulk,heuristic,0,6,77.203,16.0,6738.7,1.853045,48.41,2.503271,7.459168,5,3,3,9.382491
hybrid_best,Hybrid Best Model,snack_low_prep:us:7:bulk:protein_stocked,test,generic_balanced,7,bulk,hybrid,1,6,503.618,16.0,6738.7,1.853045,48.41,2.503271,7.459168,5,3,3,9.382491
hybrid_logistic_regression,Hybrid logistic_regression,snack_low_prep:us:7:bulk:protein_stocked,test,generic_balanced,7,bulk,hybrid,1,6,86.503,16.0,6738.7,1.853045,48.41,2.503271,7.459168,5,3,3,9.382491
hybrid_random_forest,Hybrid random_forest,snack_low_prep:us:7:bulk:protein_stocked,test,generic_balanced,7,bulk,hybrid,1,6,353.265,16.0,6738.7,1.853045,48.41,2.503271,7.459168,5,3,3,9.382491
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,snack_low_prep:us:7:bulk:protein_stocked,test,generic_balanced,7,bulk,hybrid,1,6,118.37,16.0,6738.7,1.853045,48.41,2.503271,7.459168,5,3,3,9.382491
heuristic_only,Heuristic Only,vegan_balanced:midwest:3:fresh:empty,test,generic_balanced,3,fresh,heuristic,0,6,54.994,1.1,1534.2,8.933193,20.83,2.560793,5.571008,6,4,1,9.681081
hybrid_best,Hybrid Best Model,vegan_balanced:midwest:3:fresh:empty,test,generic_balanced,3,fresh,heuristic,0,6,372.366,1.1,1534.2,8.933193,20.83,2.560793,5.571008,6,4,1,9.681081
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:midwest:3:fresh:empty,test,generic_balanced,3,fresh,model,1,10,81.966,5.9,1536.8,7.426042,20.86,2.563661,5.651585,5,3,1,10.319761
hybrid_random_forest,Hybrid random_forest,vegan_balanced:midwest:3:fresh:empty,test,generic_balanced,3,fresh,heuristic,0,6,619.595,1.1,1534.2,8.933193,20.83,2.560793,5.571008,6,4,1,9.681081
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:midwest:3:fresh:empty,test,generic_balanced,3,fresh,heuristic,0,6,166.293,1.1,1534.2,8.933193,20.83,2.560793,5.571008,6,4,1,9.681081
heuristic_only,Heuristic Only,vegan_balanced:new_york:1:balanced:produce_stocked,test,generic_balanced,1,balanced,heuristic,0,6,100.871,1.4,454.0,9.039607,9.08,3.421251,7.346278,6,4,0,11.442711
hybrid_best,Hybrid Best Model,vegan_balanced:new_york:1:balanced:produce_stocked,test,generic_balanced,1,balanced,heuristic,0,10,592.494,1.4,454.0,9.039607,9.08,3.421251,7.346278,6,4,0,11.442711
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:new_york:1:balanced:produce_stocked,test,generic_balanced,1,balanced,model,1,10,78.858,0.3,543.6,8.140198,9.41,3.4298,7.509976,5,3,0,12.439762
hybrid_random_forest,Hybrid random_forest,vegan_balanced:new_york:1:balanced:produce_stocked,test,generic_balanced,1,balanced,heuristic,0,10,357.329,1.4,454.0,9.039607,9.08,3.421251,7.346278,6,4,0,11.442711
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:new_york:1:balanced:produce_stocked,test,generic_balanced,1,balanced,hybrid,1,6,346.875,1.4,454.0,9.039607,9.08,3.421251,7.346278,6,4,0,11.442711
heuristic_only,Heuristic Only,vegan_balanced:new_york:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,59.793,1.1,1534.2,8.933193,25.72,3.161958,6.878845,6,4,1,9.477861
hybrid_best,Hybrid Best Model,vegan_balanced:new_york:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,363.303,1.1,1534.2,8.933193,25.72,3.161958,6.878845,6,4,1,9.477861
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:new_york:3:fresh:produce_stocked,test,generic_balanced,3,fresh,model,1,10,77.139,5.9,1536.8,7.426042,27.02,3.320716,7.320509,5,3,1,10.014941
hybrid_random_forest,Hybrid random_forest,vegan_balanced:new_york:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,355.92,1.1,1534.2,8.933193,25.72,3.161958,6.878845,6,4,1,9.477861
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:new_york:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,110.482,1.1,1534.2,8.933193,25.72,3.161958,6.878845,6,4,1,9.477861
heuristic_only,Heuristic Only,vegan_balanced:south:1:balanced:vegan_staples,test,generic_balanced,1,balanced,heuristic,0,3,56.882,0.5,499.6,9.053563,4.82,1.78545,3.840637,4,3,0,12.708632
hybrid_best,Hybrid Best Model,vegan_balanced:south:1:balanced:vegan_staples,test,generic_balanced,1,balanced,heuristic,0,5,364.227,0.5,499.6,9.053563,4.82,1.78545,3.840637,4,3,0,12.708632
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:south:1:balanced:vegan_staples,test,generic_balanced,1,balanced,heuristic,0,5,75.024,0.5,499.6,9.053563,4.82,1.78545,3.840637,4,3,0,12.708632
hybrid_random_forest,Hybrid random_forest,vegan_balanced:south:1:balanced:vegan_staples,test,generic_balanced,1,balanced,heuristic,0,5,356.561,0.5,499.6,9.053563,4.82,1.78545,3.840637,4,3,0,12.708632
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:south:1:balanced:vegan_staples,test,generic_balanced,1,balanced,heuristic,0,5,110.605,0.5,499.6,9.053563,4.82,1.78545,3.840637,4,3,0,12.708632
heuristic_only,Heuristic Only,vegan_balanced:south:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,56.668,1.1,1534.2,8.933193,19.98,2.456296,5.343675,6,4,1,9.681164
hybrid_best,Hybrid Best Model,vegan_balanced:south:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,365.713,1.1,1534.2,8.933193,19.98,2.456296,5.343675,6,4,1,9.681164
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:south:3:fresh:produce_stocked,test,generic_balanced,3,fresh,model,1,10,76.245,5.9,1536.8,7.426042,19.99,2.45674,5.415876,5,3,1,10.316177
hybrid_random_forest,Hybrid random_forest,vegan_balanced:south:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,333.389,1.1,1534.2,8.933193,19.98,2.456296,5.343675,6,4,1,9.681164
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:south:3:fresh:produce_stocked,test,generic_balanced,3,fresh,heuristic,0,6,133.761,1.1,1534.2,8.933193,19.98,2.456296,5.343675,6,4,1,9.681164
heuristic_only,Heuristic Only,vegan_balanced:south:5:balanced:produce_stocked,test,generic_balanced,5,balanced,heuristic,0,6,67.807,16.7,2525.4,9.459363,32.67,2.415455,5.370705,8,4,1,3.347948
hybrid_best,Hybrid Best Model,vegan_balanced:south:5:balanced:produce_stocked,test,generic_balanced,5,balanced,heuristic,0,6,372.805,16.7,2525.4,9.459363,32.67,2.415455,5.370705,8,4,1,3.347948
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:south:5:balanced:produce_stocked,test,generic_balanced,5,balanced,repaired_model,1,10,78.538,23.4,2522.8,7.036641,31.12,2.301299,5.172872,7,3,1,7.558664
hybrid_random_forest,Hybrid random_forest,vegan_balanced:south:5:balanced:produce_stocked,test,generic_balanced,5,balanced,heuristic,0,6,358.376,16.7,2525.4,9.459363,32.67,2.415455,5.370705,8,4,1,3.347948
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:south:5:balanced:produce_stocked,test,generic_balanced,5,balanced,heuristic,0,6,114.653,16.7,2525.4,9.459363,32.67,2.415455,5.370705,8,4,1,3.347948
heuristic_only,Heuristic Only,vegan_balanced:south:7:bulk:produce_stocked,test,generic_balanced,7,bulk,heuristic,0,6,60.658,4.6,4488.0,6.629811,40.08,2.015286,4.556617,8,4,2,3.085617
hybrid_best,Hybrid Best Model,vegan_balanced:south:7:bulk:produce_stocked,test,generic_balanced,7,bulk,hybrid,1,6,375.998,4.6,4488.0,6.629811,40.08,2.015286,4.556617,8,4,2,3.085617
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:south:7:bulk:produce_stocked,test,generic_balanced,7,bulk,repaired_model,1,10,81.607,2.4,4894.5,5.668565,40.73,2.006948,4.642124,7,3,2,6.997082
hybrid_random_forest,Hybrid random_forest,vegan_balanced:south:7:bulk:produce_stocked,test,generic_balanced,7,bulk,hybrid,1,6,365.553,4.6,4488.0,6.629811,40.08,2.015286,4.556617,8,4,2,3.085617
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:south:7:bulk:produce_stocked,test,generic_balanced,7,bulk,hybrid,1,6,116.45,4.6,4488.0,6.629811,40.08,2.015286,4.556617,8,4,2,3.085617
heuristic_only,Heuristic Only,vegan_balanced:south:7:bulk:vegan_staples,test,generic_balanced,7,bulk,heuristic,0,6,60.997,4.6,4488.0,6.629811,34.81,1.750302,3.957481,8,4,2,3.1905
hybrid_best,Hybrid Best Model,vegan_balanced:south:7:bulk:vegan_staples,test,generic_balanced,7,bulk,hybrid,1,6,379.536,4.6,4488.0,6.629811,34.81,1.750302,3.957481,8,4,2,3.1905
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:south:7:bulk:vegan_staples,test,generic_balanced,7,bulk,repaired_model,1,10,83.167,2.4,4894.5,5.668565,35.46,1.747271,4.041486,7,3,2,7.228528
hybrid_random_forest,Hybrid random_forest,vegan_balanced:south:7:bulk:vegan_staples,test,generic_balanced,7,bulk,hybrid,1,6,356.115,4.6,4488.0,6.629811,34.81,1.750302,3.957481,8,4,2,3.1905
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:south:7:bulk:vegan_staples,test,generic_balanced,7,bulk,hybrid,1,6,115.966,4.6,4488.0,6.629811,34.81,1.750302,3.957481,8,4,2,3.1905
heuristic_only,Heuristic Only,vegan_balanced:us:1:balanced:empty,test,generic_balanced,1,balanced,heuristic,0,6,55.406,1.4,454.0,9.039607,7.02,2.645064,5.679612,6,4,0,11.577453
hybrid_best,Hybrid Best Model,vegan_balanced:us:1:balanced:empty,test,generic_balanced,1,balanced,heuristic,0,10,375.452,1.4,454.0,9.039607,7.02,2.645064,5.679612,6,4,0,11.577453
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:us:1:balanced:empty,test,generic_balanced,1,balanced,model,1,10,77.749,0.3,543.6,8.140198,7.2,2.624289,5.746209,5,3,0,12.703808
hybrid_random_forest,Hybrid random_forest,vegan_balanced:us:1:balanced:empty,test,generic_balanced,1,balanced,heuristic,0,10,376.691,1.4,454.0,9.039607,7.02,2.645064,5.679612,6,4,0,11.577453
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:us:1:balanced:empty,test,generic_balanced,1,balanced,hybrid,1,6,109.981,1.4,454.0,9.039607,7.02,2.645064,5.679612,6,4,0,11.577453
heuristic_only,Heuristic Only,vegan_balanced:west:1:balanced:empty,test,generic_balanced,1,balanced,heuristic,0,6,53.638,1.4,454.0,9.039607,6.75,2.543331,5.461165,6,4,0,11.571849
hybrid_best,Hybrid Best Model,vegan_balanced:west:1:balanced:empty,test,generic_balanced,1,balanced,heuristic,0,10,364.498,1.4,454.0,9.039607,6.75,2.543331,5.461165,6,4,0,11.571849
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:west:1:balanced:empty,test,generic_balanced,1,balanced,model,1,10,74.838,0.3,543.6,8.140198,7.07,2.576906,5.642458,5,3,0,12.698204
hybrid_random_forest,Hybrid random_forest,vegan_balanced:west:1:balanced:empty,test,generic_balanced,1,balanced,heuristic,0,10,343.642,1.4,454.0,9.039607,6.75,2.543331,5.461165,6,4,0,11.571849
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:west:1:balanced:empty,test,generic_balanced,1,balanced,hybrid,1,6,109.676,1.4,454.0,9.039607,6.75,2.543331,5.461165,6,4,0,11.571849
heuristic_only,Heuristic Only,vegan_balanced:west:5:balanced:empty,test,generic_balanced,5,balanced,heuristic,0,6,56.753,15.4,2534.0,9.501754,33.32,2.461948,5.465879,8,4,1,3.347948
hybrid_best,Hybrid Best Model,vegan_balanced:west:5:balanced:empty,test,generic_balanced,5,balanced,heuristic,0,6,373.957,15.4,2534.0,9.501754,33.32,2.461948,5.465879,8,4,1,3.347948
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:west:5:balanced:empty,test,generic_balanced,5,balanced,repaired_model,1,10,81.4,23.4,2522.8,7.036641,32.3,2.388559,5.369016,7,3,1,7.558664
hybrid_random_forest,Hybrid random_forest,vegan_balanced:west:5:balanced:empty,test,generic_balanced,5,balanced,heuristic,0,6,348.402,15.4,2534.0,9.501754,33.32,2.461948,5.465879,8,4,1,3.347948
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:west:5:balanced:empty,test,generic_balanced,5,balanced,heuristic,0,6,111.373,15.4,2534.0,9.501754,33.32,2.461948,5.465879,8,4,1,3.347948
heuristic_only,Heuristic Only,vegan_balanced:west:7:bulk:empty,test,generic_balanced,7,bulk,heuristic,0,6,59.475,4.6,4488.0,6.629811,39.99,2.01076,4.546385,8,4,2,3.085617
hybrid_best,Hybrid Best Model,vegan_balanced:west:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,370.99,4.6,4488.0,6.629811,39.99,2.01076,4.546385,8,4,2,3.085617
hybrid_logistic_regression,Hybrid logistic_regression,vegan_balanced:west:7:bulk:empty,test,generic_balanced,7,bulk,repaired_model,1,10,80.247,2.4,4894.5,5.668565,42.16,2.07741,4.805106,7,3,2,6.997082
hybrid_random_forest,Hybrid random_forest,vegan_balanced:west:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,338.575,4.6,4488.0,6.629811,39.99,2.01076,4.546385,8,4,2,3.085617
hybrid_hist_gradient_boosting,Hybrid hist_gradient_boosting,vegan_balanced:west:7:bulk:empty,test,generic_balanced,7,bulk,hybrid,1,6,115.208,4.6,4488.0,6.629811,39.99,2.01076,4.546385,8,4,2,3.085617
